rr_config_id,path_id,source_packet_sequence,master_seed,mc_seed,prefix_application_basis,july_candidate_count,august_candidate_count,pf_scenario,expectancy_tilt,expected_weighted_source_pf,regime_scenario,point_scale_scenario
1_5rr,10,1_5rr|build_years|643_upper|2020-07-05 21:46:00-04:00|1_5rr|validation|1160_lower|2022-07-13 08:30:00-04:00|1_5rr|validation|1160_lower|2022-07-13 08:30:00-04:00|1_5rr|validation|899_upper|2021-07-06 09:32:00-04:00|1_5rr|build_years|142_upper|2018-07-23 19:52:00-04:00|1_5rr|build_years|1407_upper|2023-07-03 04:11:00-04:00|1_5rr|external_2013_2015|125_lower|2013-07-03 03:07:00-04:00|1_5rr|validation|918_lower|2021-07-29 20:47:00-04:00|1_5rr|build_years|680_upper|2020-08-26 06:54:00-04:00|1_5rr|build_years|156_lower|2018-08-10 06:04:00-04:00|1_5rr|external_2013_2015|154_lower|2013-08-15 07:42:00-04:00|1_5rr|validation|936_upper|2021-08-30 09:33:00-04:00|1_5rr|validation|1192_lower|2022-08-22 03:26:00-04:00|1_5rr|validation|1187_upper|2022-08-15 09:54:00-04:00|1_5rr|external_2013_2015|150_upper|2013-08-08 07:13:00-04:00|1_5rr|validation|935_upper|2021-08-24 02:36:00-04:00|1_5rr|build_years|153_upper|2018-08-06 23:02:00-04:00|1_5rr|validation|917_lower|2021-08-19 02:58:00-04:00|1_5rr|build_years|1442_upper|2023-08-31 08:16:00-04:00|1_5rr|validation|933_upper|2021-08-20 09:46:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,11,1_5rr|build_years|1430_upper|2023-07-27 03:49:00-04:00|1_5rr|external_2013_2015|125_lower|2013-07-03 03:07:00-04:00|1_5rr|validation|912_upper|2021-07-22 09:42:00-04:00|1_5rr|build_years|1417_upper|2023-07-13 00:13:00-04:00|1_5rr|build_years|137_upper|2018-07-23 21:45:00-04:00|1_5rr|build_years|646_lower|2020-07-14 09:52:00-04:00|1_5rr|validation|1158_upper|2022-07-04 19:06:00-04:00|1_5rr|external_2013_2015|134_upper|2013-07-17 09:40:00-04:00|1_5rr|external_2013_2015|150_lower|2013-08-15 09:33:00-04:00|1_5rr|build_years|670_upper|2020-08-13 09:31:00-04:00|1_5rr|build_years|165_upper|2018-08-23 09:42:00-04:00|1_5rr|build_years|678_upper|2020-08-24 04:00:00-04:00|1_5rr|external_2013_2015|148_lower|2013-08-06 09:54:00-04:00|1_5rr|build_years|680_upper|2020-08-26 06:54:00-04:00|1_5rr|validation|1184_lower|2022-08-23 02:21:00-04:00|1_5rr|validation|1188_lower|2022-08-19 06:43:00-04:00|1_5rr|build_years|164_lower|2018-08-21 19:14:00-04:00|1_5rr|build_years|663_upper|2020-08-05 02:05:00-04:00|1_5rr|build_years|1436_lower|2023-08-02 04:02:00-04:00|1_5rr|build_years|156_upper|2018-08-27 09:30:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,12,1_5rr|validation|1162_lower|2022-07-12 02:01:00-04:00|1_5rr|build_years|1430_upper|2023-07-27 03:49:00-04:00|1_5rr|validation|900_upper|2021-07-07 03:06:00-04:00|1_5rr|validation|904_lower|2021-07-19 07:44:00-04:00|1_5rr|build_years|127_lower|2018-07-02 02:24:00-04:00|1_5rr|build_years|1430_upper|2023-07-27 03:49:00-04:00|1_5rr|external_2013_2015|133_upper|2013-07-16 09:30:00-04:00|1_5rr|build_years|127_upper|2018-07-03 07:36:00-04:00|1_5rr|validation|917_lower|2021-08-19 02:58:00-04:00|1_5rr|validation|1184_lower|2022-08-23 02:21:00-04:00|1_5rr|build_years|153_upper|2018-08-06 23:02:00-04:00|1_5rr|validation|928_upper|2021-08-23 09:32:00-04:00|1_5rr|validation|1181_lower|2022-08-09 09:31:00-04:00|1_5rr|external_2013_2015|158_lower|2013-08-21 19:57:00-04:00|1_5rr|build_years|153_upper|2018-08-06 23:02:00-04:00|1_5rr|validation|1190_lower|2022-08-19 09:50:00-04:00|1_5rr|validation|1190_lower|2022-08-19 09:50:00-04:00|1_5rr|validation|1184_upper|2022-08-10 08:30:00-04:00|1_5rr|build_years|1430_lower|2023-08-03 03:31:00-04:00|1_5rr|build_years|670_upper|2020-08-13 09:31:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,13,1_5rr|build_years|643_upper|2020-07-05 21:46:00-04:00|1_5rr|build_years|643_upper|2020-07-05 21:46:00-04:00|1_5rr|validation|377_upper|2019-07-03 04:55:00-04:00|1_5rr|build_years|641_upper|2020-07-02 04:27:00-04:00|1_5rr|build_years|652_lower|2020-07-24 09:37:00-04:00|1_5rr|build_years|127_upper|2018-07-03 07:36:00-04:00|1_5rr|build_years|648_upper|2020-07-13 07:06:00-04:00|1_5rr|build_years|651_lower|2020-07-16 05:11:00-04:00|1_5rr|build_years|1449_upper|2023-08-21 04:24:00-04:00|1_5rr|validation|936_upper|2021-08-30 09:33:00-04:00|1_5rr|build_years|161_upper|2018-08-23 09:53:00-04:00|1_5rr|validation|935_upper|2021-08-24 02:36:00-04:00|1_5rr|validation|1188_lower|2022-08-19 06:43:00-04:00|1_5rr|build_years|154_upper|2018-08-26 19:44:00-04:00|1_5rr|validation|1188_lower|2022-08-19 06:43:00-04:00|1_5rr|build_years|1441_lower|2023-08-11 08:31:00-04:00|1_5rr|build_years|146_upper|2018-08-07 09:35:00-04:00|1_5rr|build_years|153_upper|2018-08-06 23:02:00-04:00|1_5rr|validation|1188_lower|2022-08-19 06:43:00-04:00|1_5rr|build_years|677_upper|2020-08-20 20:00:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,14,1_5rr|build_years|136_lower|2018-07-30 09:44:00-04:00|1_5rr|build_years|643_upper|2020-07-05 21:46:00-04:00|1_5rr|validation|1170_upper|2022-07-21 08:43:00-04:00|1_5rr|build_years|1407_upper|2023-07-03 04:11:00-04:00|1_5rr|build_years|643_upper|2020-07-05 21:46:00-04:00|1_5rr|validation|1167_upper|2022-07-18 03:37:00-04:00|1_5rr|build_years|636_upper|2020-07-02 08:30:00-04:00|1_5rr|validation|1166_upper|2022-07-15 08:48:00-04:00|1_5rr|build_years|161_upper|2018-08-23 09:53:00-04:00|1_5rr|build_years|161_upper|2018-08-23 09:53:00-04:00|1_5rr|validation|1181_upper|2022-08-11 08:30:00-04:00|1_5rr|build_years|670_upper|2020-08-13 09:31:00-04:00|1_5rr|build_years|164_lower|2018-08-21 19:14:00-04:00|1_5rr|build_years|146_upper|2018-08-07 09:35:00-04:00|1_5rr|validation|1181_lower|2022-08-09 09:31:00-04:00|1_5rr|validation|1180_upper|2022-08-04 06:04:00-04:00|1_5rr|validation|940_upper|2021-08-31 02:14:00-04:00|1_5rr|build_years|1441_lower|2023-08-11 08:31:00-04:00|1_5rr|build_years|669_upper|2020-08-17 19:31:00-04:00|1_5rr|validation|1181_lower|2022-08-09 09:31:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,15,1_5rr|validation|899_lower|2021-07-19 09:33:00-04:00|1_5rr|validation|1171_lower|2022-07-26 09:45:00-04:00|1_5rr|build_years|1406_upper|2023-07-12 09:48:00-04:00|1_5rr|validation|1170_upper|2022-07-21 08:43:00-04:00|1_5rr|validation|909_lower|2021-07-18 19:34:00-04:00|1_5rr|external_2013_2015|129_upper|2013-07-10 09:48:00-04:00|1_5rr|validation|900_upper|2021-07-07 03:06:00-04:00|1_5rr|external_2013_2015|127_upper|2013-07-08 03:34:00-04:00|1_5rr|build_years|164_lower|2018-08-21 19:14:00-04:00|1_5rr|build_years|678_upper|2020-08-24 04:00:00-04:00|1_5rr|validation|1194_upper|2022-08-26 09:03:00-04:00|1_5rr|validation|1182_upper|2022-08-10 20:27:00-04:00|1_5rr|external_2013_2015|150_upper|2013-08-08 07:13:00-04:00|1_5rr|validation|1182_upper|2022-08-10 20:27:00-04:00|1_5rr|build_years|153_upper|2018-08-06 23:02:00-04:00|1_5rr|build_years|1442_upper|2023-08-31 08:16:00-04:00|1_5rr|build_years|153_upper|2018-08-06 23:02:00-04:00|1_5rr|build_years|677_upper|2020-08-20 20:00:00-04:00|1_5rr|validation|935_upper|2021-08-24 02:36:00-04:00|1_5rr|validation|1181_lower|2022-08-09 09:31:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,16,1_5rr|build_years|1418_upper|2023-07-12 08:30:00-04:00|1_5rr|external_2013_2015|125_lower|2013-07-03 03:07:00-04:00|1_5rr|build_years|127_upper|2018-07-03 07:36:00-04:00|1_5rr|validation|896_upper|2021-07-02 09:01:00-04:00|1_5rr|external_2013_2015|137_upper|2013-07-21 21:04:00-04:00|1_5rr|validation|1167_upper|2022-07-18 03:37:00-04:00|1_5rr|build_years|133_upper|2018-07-09 20:54:00-04:00|1_5rr|validation|899_upper|2021-07-06 09:32:00-04:00|1_5rr|validation|1192_lower|2022-08-22 03:26:00-04:00|1_5rr|external_2013_2015|154_lower|2013-08-15 07:42:00-04:00|1_5rr|build_years|1436_lower|2023-08-02 04:02:00-04:00|1_5rr|external_2013_2015|154_lower|2013-08-15 07:42:00-04:00|1_5rr|build_years|672_upper|2020-08-18 09:35:00-04:00|1_5rr|validation|1180_upper|2022-08-04 06:04:00-04:00|1_5rr|validation|940_upper|2021-08-31 02:14:00-04:00|1_5rr|external_2013_2015|154_lower|2013-08-15 07:42:00-04:00|1_5rr|build_years|669_upper|2020-08-17 19:31:00-04:00|1_5rr|validation|1188_lower|2022-08-19 06:43:00-04:00|1_5rr|build_years|154_upper|2018-08-26 19:44:00-04:00|1_5rr|validation|935_upper|2021-08-24 02:36:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,17,1_5rr|external_2013_2015|134_upper|2013-07-17 09:40:00-04:00|1_5rr|validation|1154_upper|2022-07-19 22:36:00-04:00|1_5rr|validation|902_lower|2021-07-08 03:46:00-04:00|1_5rr|build_years|1407_upper|2023-07-03 04:11:00-04:00|1_5rr|validation|907_lower|2021-07-15 09:38:00-04:00|1_5rr|build_years|1407_upper|2023-07-03 04:11:00-04:00|1_5rr|external_2013_2015|133_upper|2013-07-16 09:30:00-04:00|1_5rr|validation|907_lower|2021-07-15 09:38:00-04:00|1_5rr|validation|917_lower|2021-08-19 02:58:00-04:00|1_5rr|validation|922_upper|2021-08-23 09:46:00-04:00|1_5rr|build_years|672_upper|2020-08-18 09:35:00-04:00|1_5rr|build_years|669_upper|2020-08-17 19:31:00-04:00|1_5rr|build_years|154_upper|2018-08-26 19:44:00-04:00|1_5rr|validation|1188_lower|2022-08-19 06:43:00-04:00|1_5rr|external_2013_2015|152_upper|2013-08-13 05:00:00-04:00|1_5rr|validation|922_upper|2021-08-23 09:46:00-04:00|1_5rr|build_years|165_upper|2018-08-23 09:42:00-04:00|1_5rr|validation|1181_lower|2022-08-09 09:31:00-04:00|1_5rr|build_years|1436_lower|2023-08-02 04:02:00-04:00|1_5rr|validation|1182_upper|2022-08-10 20:27:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,18,1_5rr|validation|913_upper|2021-07-23 05:39:00-04:00|1_5rr|build_years|140_upper|2018-07-24 09:36:00-04:00|1_5rr|external_2013_2015|133_upper|2013-07-16 09:30:00-04:00|1_5rr|validation|1158_upper|2022-07-04 19:06:00-04:00|1_5rr|validation|1158_upper|2022-07-04 19:06:00-04:00|1_5rr|validation|379_upper|2019-07-01 03:03:00-04:00|1_5rr|validation|904_lower|2021-07-19 07:44:00-04:00|1_5rr|build_years|654_lower|2020-07-24 02:57:00-04:00|1_5rr|build_years|164_lower|2018-08-21 19:14:00-04:00|1_5rr|validation|1181_lower|2022-08-09 09:31:00-04:00|1_5rr|validation|925_lower|2021-08-12 09:36:00-04:00|1_5rr|build_years|164_lower|2018-08-21 19:14:00-04:00|1_5rr|validation|932_upper|2021-08-23 01:11:00-04:00|1_5rr|validation|1184_lower|2022-08-23 02:21:00-04:00|1_5rr|build_years|1441_lower|2023-08-11 08:31:00-04:00|1_5rr|build_years|663_upper|2020-08-05 02:05:00-04:00|1_5rr|validation|917_lower|2021-08-19 02:58:00-04:00|1_5rr|build_years|663_upper|2020-08-05 02:05:00-04:00|1_5rr|build_years|161_lower|2018-08-17 08:08:00-04:00|1_5rr|build_years|161_lower|2018-08-17 08:08:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,19,1_5rr|validation|1166_upper|2022-07-15 08:48:00-04:00|1_5rr|build_years|133_upper|2018-07-09 20:54:00-04:00|1_5rr|validation|379_upper|2019-07-01 03:03:00-04:00|1_5rr|validation|1154_upper|2022-07-19 22:36:00-04:00|1_5rr|validation|902_lower|2021-07-08 03:46:00-04:00|1_5rr|build_years|133_upper|2018-07-09 20:54:00-04:00|1_5rr|build_years|641_upper|2020-07-02 04:27:00-04:00|1_5rr|external_2013_2015|129_upper|2013-07-10 09:48:00-04:00|1_5rr|build_years|663_upper|2020-08-05 02:05:00-04:00|1_5rr|validation|1190_lower|2022-08-19 09:50:00-04:00|1_5rr|validation|940_upper|2021-08-31 02:14:00-04:00|1_5rr|build_years|156_upper|2018-08-27 09:30:00-04:00|1_5rr|external_2013_2015|148_lower|2013-08-06 09:54:00-04:00|1_5rr|validation|935_upper|2021-08-24 02:36:00-04:00|1_5rr|build_years|1449_upper|2023-08-21 04:24:00-04:00|1_5rr|validation|928_upper|2021-08-23 09:32:00-04:00|1_5rr|build_years|1430_lower|2023-08-03 03:31:00-04:00|1_5rr|validation|922_upper|2021-08-23 09:46:00-04:00|1_5rr|external_2013_2015|156_upper|2013-08-22 21:32:00-04:00|1_5rr|validation|917_lower|2021-08-19 02:58:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,20,1_5rr|validation|904_lower|2021-07-19 07:44:00-04:00|1_5rr|validation|1170_upper|2022-07-21 08:43:00-04:00|1_5rr|validation|1162_lower|2022-07-12 02:01:00-04:00|1_5rr|validation|1166_upper|2022-07-15 08:48:00-04:00|1_5rr|build_years|123_upper|2018-07-08 20:08:00-04:00|1_5rr|external_2013_2015|129_upper|2013-07-10 09:48:00-04:00|1_5rr|external_2013_2015|129_upper|2013-07-10 09:48:00-04:00|1_5rr|build_years|651_lower|2020-07-16 05:11:00-04:00|1_5rr|validation|1187_upper|2022-08-15 09:54:00-04:00|1_5rr|validation|933_upper|2021-08-20 09:46:00-04:00|1_5rr|validation|928_upper|2021-08-23 09:32:00-04:00|1_5rr|build_years|165_upper|2018-08-23 09:42:00-04:00|1_5rr|validation|1184_lower|2022-08-23 02:21:00-04:00|1_5rr|build_years|663_upper|2020-08-05 02:05:00-04:00|1_5rr|build_years|154_upper|2018-08-26 19:44:00-04:00|1_5rr|validation|1184_lower|2022-08-23 02:21:00-04:00|1_5rr|validation|928_upper|2021-08-23 09:32:00-04:00|1_5rr|validation|1190_lower|2022-08-19 09:50:00-04:00|1_5rr|validation|1179_upper|2022-08-03 09:56:00-04:00|1_5rr|validation|1187_upper|2022-08-15 09:54:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,21,1_5rr|validation|899_upper|2021-07-06 09:32:00-04:00|1_5rr|validation|896_upper|2021-07-02 09:01:00-04:00|1_5rr|build_years|648_upper|2020-07-13 07:06:00-04:00|1_5rr|validation|907_lower|2021-07-15 09:38:00-04:00|1_5rr|validation|385_upper|2019-07-03 03:15:00-04:00|1_5rr|build_years|142_upper|2018-07-23 19:52:00-04:00|1_5rr|build_years|1418_upper|2023-07-12 08:30:00-04:00|1_5rr|build_years|1430_upper|2023-07-27 03:49:00-04:00|1_5rr|build_years|669_upper|2020-08-17 19:31:00-04:00|1_5rr|build_years|161_upper|2018-08-23 09:53:00-04:00|1_5rr|external_2013_2015|152_upper|2013-08-13 05:00:00-04:00|1_5rr|validation|1188_lower|2022-08-19 06:43:00-04:00|1_5rr|build_years|663_upper|2020-08-05 02:05:00-04:00|1_5rr|validation|935_upper|2021-08-24 02:36:00-04:00|1_5rr|external_2013_2015|150_upper|2013-08-08 07:13:00-04:00|1_5rr|build_years|1447_lower|2023-08-16 20:19:00-04:00|1_5rr|build_years|161_upper|2018-08-23 09:53:00-04:00|1_5rr|validation|1181_upper|2022-08-11 08:30:00-04:00|1_5rr|build_years|1436_lower|2023-08-02 04:02:00-04:00|1_5rr|validation|1181_lower|2022-08-09 09:31:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,22,1_5rr|validation|912_upper|2021-07-22 09:42:00-04:00|1_5rr|validation|907_upper|2021-07-25 19:21:00-04:00|1_5rr|validation|907_lower|2021-07-15 09:38:00-04:00|1_5rr|build_years|127_lower|2018-07-02 02:24:00-04:00|1_5rr|validation|377_upper|2019-07-03 04:55:00-04:00|1_5rr|validation|904_upper|2021-07-12 08:20:00-04:00|1_5rr|build_years|136_lower|2018-07-30 09:44:00-04:00|1_5rr|validation|1154_upper|2022-07-19 22:36:00-04:00|1_5rr|external_2013_2015|152_upper|2013-08-13 05:00:00-04:00|1_5rr|build_years|1430_lower|2023-08-03 03:31:00-04:00|1_5rr|build_years|1449_upper|2023-08-21 04:24:00-04:00|1_5rr|build_years|678_upper|2020-08-24 04:00:00-04:00|1_5rr|build_years|156_lower|2018-08-10 06:04:00-04:00|1_5rr|validation|1188_lower|2022-08-19 06:43:00-04:00|1_5rr|validation|1192_lower|2022-08-22 03:26:00-04:00|1_5rr|validation|1181_upper|2022-08-11 08:30:00-04:00|1_5rr|validation|940_upper|2021-08-31 02:14:00-04:00|1_5rr|build_years|156_upper|2018-08-27 09:30:00-04:00|1_5rr|external_2013_2015|148_lower|2013-08-06 09:54:00-04:00|1_5rr|build_years|672_upper|2020-08-18 09:35:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,23,1_5rr|build_years|121_upper|2018-07-12 23:46:00-04:00|1_5rr|build_years|136_lower|2018-07-30 09:44:00-04:00|1_5rr|validation|907_lower|2021-07-15 09:38:00-04:00|1_5rr|validation|900_lower|2021-07-08 06:15:00-04:00|1_5rr|external_2013_2015|133_upper|2013-07-16 09:30:00-04:00|1_5rr|build_years|1416_lower|2023-07-06 08:30:00-04:00|1_5rr|external_2013_2015|137_upper|2013-07-21 21:04:00-04:00|1_5rr|build_years|648_upper|2020-07-13 07:06:00-04:00|1_5rr|validation|1194_upper|2022-08-26 09:03:00-04:00|1_5rr|external_2013_2015|150_lower|2013-08-15 09:33:00-04:00|1_5rr|build_years|672_upper|2020-08-18 09:35:00-04:00|1_5rr|validation|1184_upper|2022-08-10 08:30:00-04:00|1_5rr|build_years|165_upper|2018-08-23 09:42:00-04:00|1_5rr|build_years|678_upper|2020-08-24 04:00:00-04:00|1_5rr|validation|925_lower|2021-08-12 09:36:00-04:00|1_5rr|build_years|670_upper|2020-08-13 09:31:00-04:00|1_5rr|validation|936_upper|2021-08-30 09:33:00-04:00|1_5rr|build_years|1442_upper|2023-08-31 08:16:00-04:00|1_5rr|build_years|672_upper|2020-08-18 09:35:00-04:00|1_5rr|external_2013_2015|156_upper|2013-08-22 21:32:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,24,1_5rr|validation|1158_upper|2022-07-04 19:06:00-04:00|1_5rr|validation|1167_upper|2022-07-18 03:37:00-04:00|1_5rr|build_years|137_upper|2018-07-23 21:45:00-04:00|1_5rr|build_years|127_lower|2018-07-02 02:24:00-04:00|1_5rr|build_years|641_upper|2020-07-02 04:27:00-04:00|1_5rr|build_years|123_upper|2018-07-08 20:08:00-04:00|1_5rr|validation|1160_lower|2022-07-13 08:30:00-04:00|1_5rr|build_years|644_upper|2020-07-06 19:33:00-04:00|1_5rr|build_years|153_upper|2018-08-06 23:02:00-04:00|1_5rr|build_years|164_lower|2018-08-21 19:14:00-04:00|1_5rr|validation|1182_upper|2022-08-10 20:27:00-04:00|1_5rr|external_2013_2015|150_upper|2013-08-08 07:13:00-04:00|1_5rr|validation|1192_lower|2022-08-22 03:26:00-04:00|1_5rr|validation|928_upper|2021-08-23 09:32:00-04:00|1_5rr|validation|1194_upper|2022-08-26 09:03:00-04:00|1_5rr|build_years|669_upper|2020-08-17 19:31:00-04:00|1_5rr|build_years|146_upper|2018-08-07 09:35:00-04:00|1_5rr|external_2013_2015|163_lower|2013-08-27 03:50:00-04:00|1_5rr|build_years|670_upper|2020-08-13 09:31:00-04:00|1_5rr|validation|1180_upper|2022-08-04 06:04:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,25,1_5rr|build_years|121_upper|2018-07-12 23:46:00-04:00|1_5rr|validation|1170_upper|2022-07-21 08:43:00-04:00|1_5rr|build_years|641_upper|2020-07-02 04:27:00-04:00|1_5rr|validation|379_upper|2019-07-01 03:03:00-04:00|1_5rr|validation|896_upper|2021-07-02 09:01:00-04:00|1_5rr|validation|899_upper|2021-07-06 09:32:00-04:00|1_5rr|validation|900_upper|2021-07-07 03:06:00-04:00|1_5rr|external_2013_2015|134_upper|2013-07-17 09:40:00-04:00|1_5rr|external_2013_2015|154_lower|2013-08-15 07:42:00-04:00|1_5rr|external_2013_2015|152_upper|2013-08-13 05:00:00-04:00|1_5rr|external_2013_2015|163_lower|2013-08-27 03:50:00-04:00|1_5rr|validation|1192_lower|2022-08-22 03:26:00-04:00|1_5rr|build_years|1436_lower|2023-08-02 04:02:00-04:00|1_5rr|build_years|161_upper|2018-08-23 09:53:00-04:00|1_5rr|validation|936_upper|2021-08-30 09:33:00-04:00|1_5rr|build_years|161_upper|2018-08-23 09:53:00-04:00|1_5rr|validation|917_lower|2021-08-19 02:58:00-04:00|1_5rr|validation|1179_upper|2022-08-03 09:56:00-04:00|1_5rr|build_years|680_upper|2020-08-26 06:54:00-04:00|1_5rr|build_years|677_upper|2020-08-20 20:00:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,26,1_5rr|validation|1166_upper|2022-07-15 08:48:00-04:00|1_5rr|validation|902_lower|2021-07-08 03:46:00-04:00|1_5rr|validation|902_lower|2021-07-08 03:46:00-04:00|1_5rr|validation|1171_lower|2022-07-26 09:45:00-04:00|1_5rr|build_years|131_upper|2018-07-06 01:32:00-04:00|1_5rr|build_years|131_upper|2018-07-06 01:32:00-04:00|1_5rr|validation|385_upper|2019-07-03 03:15:00-04:00|1_5rr|validation|900_lower|2021-07-08 06:15:00-04:00|1_5rr|validation|932_upper|2021-08-23 01:11:00-04:00|1_5rr|build_years|670_upper|2020-08-13 09:31:00-04:00|1_5rr|build_years|146_upper|2018-08-07 09:35:00-04:00|1_5rr|build_years|1430_lower|2023-08-03 03:31:00-04:00|1_5rr|validation|1184_upper|2022-08-10 08:30:00-04:00|1_5rr|build_years|156_upper|2018-08-27 09:30:00-04:00|1_5rr|validation|1192_lower|2022-08-22 03:26:00-04:00|1_5rr|build_years|1442_upper|2023-08-31 08:16:00-04:00|1_5rr|validation|1184_upper|2022-08-10 08:30:00-04:00|1_5rr|validation|1180_upper|2022-08-04 06:04:00-04:00|1_5rr|validation|1184_lower|2022-08-23 02:21:00-04:00|1_5rr|build_years|680_upper|2020-08-26 06:54:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,27,1_5rr|external_2013_2015|129_upper|2013-07-10 09:48:00-04:00|1_5rr|build_years|1430_upper|2023-07-27 03:49:00-04:00|1_5rr|build_years|651_lower|2020-07-16 05:11:00-04:00|1_5rr|validation|1170_upper|2022-07-21 08:43:00-04:00|1_5rr|build_years|1430_upper|2023-07-27 03:49:00-04:00|1_5rr|external_2013_2015|143_upper|2013-07-30 08:49:00-04:00|1_5rr|build_years|652_lower|2020-07-24 09:37:00-04:00|1_5rr|validation|896_upper|2021-07-02 09:01:00-04:00|1_5rr|build_years|165_upper|2018-08-23 09:42:00-04:00|1_5rr|validation|1194_upper|2022-08-26 09:03:00-04:00|1_5rr|validation|1194_upper|2022-08-26 09:03:00-04:00|1_5rr|build_years|1441_lower|2023-08-11 08:31:00-04:00|1_5rr|build_years|161_lower|2018-08-17 08:08:00-04:00|1_5rr|external_2013_2015|148_lower|2013-08-06 09:54:00-04:00|1_5rr|external_2013_2015|148_lower|2013-08-06 09:54:00-04:00|1_5rr|build_years|678_upper|2020-08-24 04:00:00-04:00|1_5rr|validation|933_upper|2021-08-20 09:46:00-04:00|1_5rr|build_years|680_upper|2020-08-26 06:54:00-04:00|1_5rr|validation|1190_lower|2022-08-19 09:50:00-04:00|1_5rr|external_2013_2015|154_lower|2013-08-15 07:42:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
1_5rr,28,1_5rr|external_2013_2015|127_upper|2013-07-08 03:34:00-04:00|1_5rr|build_years|1430_upper|2023-07-27 03:49:00-04:00|1_5rr|validation|899_lower|2021-07-19 09:33:00-04:00|1_5rr|validation|900_upper|2021-07-07 03:06:00-04:00|1_5rr|build_years|1407_upper|2023-07-03 04:11:00-04:00|1_5rr|build_years|127_lower|2018-07-02 02:24:00-04:00|1_5rr|validation|904_upper|2021-07-12 08:20:00-04:00|1_5rr|external_2013_2015|117_upper|2013-07-01 09:56:00-04:00|1_5rr|validation|1179_upper|2022-08-03 09:56:00-04:00|1_5rr|validation|1190_lower|2022-08-19 09:50:00-04:00|1_5rr|build_years|669_upper|2020-08-17 19:31:00-04:00|1_5rr|validation|932_upper|2021-08-23 01:11:00-04:00|1_5rr|build_years|164_lower|2018-08-21 19:14:00-04:00|1_5rr|build_years|168_upper|2018-08-28 22:28:00-04:00|1_5rr|validation|928_upper|2021-08-23 09:32:00-04:00|1_5rr|build_years|678_upper|2020-08-24 04:00:00-04:00|1_5rr|external_2013_2015|158_lower|2013-08-21 19:57:00-04:00|1_5rr|validation|1184_lower|2022-08-23 02:21:00-04:00|1_5rr|validation|1187_upper|2022-08-15 09:54:00-04:00|1_5rr|validation|935_upper|2021-08-24 02:36:00-04:00,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,8,12,BASE_EXPECTANCY,0.0,1.4483330825729197,stable,current
